Positive,Negative,Neutral,adj_price,close_price
0.072,0.17,0.758,11246.1049805,11246.1049805
0.048,0.067,0.884,11231.959961,11231.959961
0.134,0.143,0.723,11384.209961,11384.209961
0.107,0.126,0.767,11147.44043,11147.44043
0.072,0.077,0.851,11229.019531,11229.019531
0.102,0.147,0.751,11100.540039,11100.540039
0.086,0.18,0.734,11085.423502666668,11085.423502666668
0.098,0.087,0.816,11070.306966333335,11070.306966333335
0.083,0.092,0.825,11055.19043,11055.19043
0.093,0.121,0.786,10962.540039,10962.540039
0.122,0.177,0.7,11239.280273,11239.280273
0.126,0.089,0.785,11446.660156,11446.660156
0.107,0.173,0.72,11496.570312,11496.570312
0.108,0.124,0.768,11486.826822666664,11486.826822666664
0.113,0.119,0.768,11477.083333333336,11477.083333333336
0.104,0.13,0.766,11467.339844,11467.339844
0.082,0.132,0.786,11602.5,11602.5
0.122,0.147,0.731,11632.379883,11632.379883
0.128,0.145,0.727,11349.280273,11349.280273
0.128,0.169,0.703,11370.69043,11370.69043
0.088,0.151,0.761,11290.820312666667,11290.820312666667
0.063,0.166,0.771,11210.950195333335,11210.950195333335
0.065,0.131,0.803,11131.080078,11131.080078
0.126,0.142,0.732,11397.55957,11397.55957
0.106,0.157,0.737,11583.69043,11583.69043
0.144,0.084,0.773,11378.019531,11378.019531
0.105,0.175,0.721,11326.320312,11326.320312
0.085,0.167,0.748,11312.263671666666,11312.263671666666
0.084,0.228,0.688,11298.207031333333,11298.207031333333
0.09,0.132,0.778,11284.150391,11284.150391
0.09,0.143,0.766,11615.769531,11615.769531
0.099,0.111,0.79,11656.070312,11656.070312
0.087,0.167,0.746,11431.429688,11431.429688
0.09,0.119,0.791,11734.320312,11734.320312
0.081,0.156,0.763,11750.330077666667,11750.330077666667
0.085,0.133,0.782,11766.339843333333,11766.339843333333
0.099,0.134,0.767,11782.349609,11782.349609
0.086,0.153,0.76,11642.469727,11642.469727
0.097,0.131,0.773,11532.959961,11532.959961
0.072,0.103,0.824,11615.929688,11615.929688
0.083,0.121,0.796,11659.900391,11659.900391
0.065,0.16,0.775,11599.730143333332,11599.730143333332
0.069,0.148,0.783,11539.559895666667,11539.559895666667
0.107,0.135,0.758,11479.389648,11479.389648
0.099,0.141,0.76,11348.549805,11348.549805
0.081,0.149,0.77,11417.429688,11417.429688
0.09,0.138,0.772,11430.209961,11430.209961
0.092,0.151,0.757,11628.05957,11628.05957
